subject,task,session,file,condition,component,tmin,tmax,roi,mean_amp_uV
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-9.959241778727502
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-10.26919919704599
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-10.3320304225549
sub27,task1,3,clean_epochs_task1_ICA_sub27_lyj1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-7.751802056370349
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-6.042898965966338
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-5.478374842328876
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-5.72355202501735
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-6.201334795938293
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-5.906507818570301
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-6.30364674775288
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-5.459282545440866
sub27,task1,4,clean_epochs_task1_ICA_sub27_lyj1_sess2-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-5.621567068988965
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.1013423068490775
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-2.496480302656743
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-2.8959155519562043
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,right,N1,0.13,0.2,"O1,Oz,O2",-1.577353077767736
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct_left,N1,0.13,0.2,"O1,Oz,O2",-2.7092639259684383
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,correct_right,N1,0.13,0.2,"O1,Oz,O2",-1.5320188857690409
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error_left,N1,0.13,0.2,"O1,Oz,O2",-4.119520655653781
sub28,task1,1,clean_epochs_task1_ICA_sub28_hbf1_sess1-epo.fif,error_right,N1,0.13,0.2,"O1,Oz,O2",-1.7276717143949885
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,correct,N1,0.13,0.2,"O1,Oz,O2",-2.6553426030014546
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,error,N1,0.13,0.2,"O1,Oz,O2",-3.7530338212515857
sub28,task1,2,clean_epochs_task1_ICA_sub28_hbf1_sess2-epo.fif,left,N1,0.13,0.2,"O1,Oz,O2",-3.4777086043318675
